Number,Mode,StartDate,EndDate,DurationInSeconds,DepthInMetersMax,DepthInMetersAvg,Buddy,Location,Site,Note,TemperatureInCelsiusMax,TemperatureInCelsiusMin,TemperatureInCelsiusAvg,Salinity,SurfaceIntervalInSeconds,SurfacePressureInMillibarPreDive,SurfacePressureInMillibarPostDive,DecoModel,GradientFactorLow,GradientFactorHigh,GradientFactor99Max,CNSPercentPreDive,CNSPercentPostDive,ComputerModel,ComputerSerialNumber,ComputerFirmwareVersion,BatteryType,BatteryVoltagePreDive,BatteryVoltagePostDive,SampleRateInMs,DataFormat,LogVersion,DatabaseVersion,O2SensorStatusPreDive,O2SensorStatusPostDive,SensorDisplay,PPO2SetpointLowPreDive,PPO2SetpointLowPostDive,PPO2SetpointHighPreDive,PPO2SetpointHighPostDive,Features
1,Air,2024-09-27 11:49:56,2024-09-27 11:56:15,384,2.70000004768372,2.06666707992554,Lacy,Semporna,BBB Fun Diver,OW,30,29,29.9743595123291,EN13319,69480,1022,1022,GF,40,85,1,0,0,Perdix 2,AA6F51C3,152,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
2,Air,2024-09-27 12:00:15,2024-09-27 12:22:34,1345,7.20000028610229,3.86328148841858,Lacy,Semporna,BBB Fun Diver,OW,30,29,29.1015625,EN13319,240,1022,1022,GF,40,85,1,0,0,Perdix 2,AA6F51C3,152,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
3,Air,2024-09-27 12:29:39,2024-09-27 12:37:42,488,2.90000009536743,2.27400040626526,Lacy,Semporna,BBB Fun Diver,OW,30,29,29.0799999237061,EN13319,480,1022,1022,GF,40,85,1,0,0,Perdix 2,AA6F51C3,152,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
4,Air,2024-09-27 13:44:01,2024-09-27 14:35:47,3111,18.7000007629395,9.09423065185547,Lacy,Semporna,BBB Fun Diver,OW,30,28,28.3108978271484,EN13319,4020,1029,1029,GF,40,85,36,0,2,Perdix 2,AA6F51C3,152,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
5,Air,2024-09-28 10:47:50,2024-09-28 11:05:26,1061,7,4.44380903244019,Lacy,Semporna,BBB Fun Diver,OW,29,28,28.2666664123535,EN13319,72720,1021,1021,GF,40,85,1,0,0,Perdix 2,AA6F51C3,152,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
6,Air,2024-09-28 12:28:54,2024-09-28 12:58:03,1754,9.60000038146973,4.70588254928589,Lacy,Semporna,BBB Fun Diver,OW,29,29,29,EN13319,5040,1031,1031,GF,40,85,6,0,0,Perdix 2,AA6F51C3,152,Lithium,1.70000004768372,1.60000002384186,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
7,Air,2024-09-28 14:28:38,2024-09-28 15:10:46,2533,12.1999998092651,7.78621912002563,Lacy,Semporna,BBB Fun Diver,OW,29,28,28.5787410736084,EN13319,5460,1019,1019,GF,40,85,20,0,0,Perdix 2,AA6F51C3,152,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
8,Air,2024-09-29 10:19:59,2024-09-29 10:57:10,2236,23.6000003814697,11.4018297195435,Lacy,Semporna,BBB Fun Diver,OW,29,28,28.7534255981445,EN13319,68940,1020,1020,GF,40,85,29,0,2,Perdix 2,AA6F51C3,152,Lithium,1.70000004768372,1.60000002384186,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
9,Air,2024-09-29 12:18:28,2024-09-29 12:26:16,473,11.1000003814697,7.3687481880188,Lacy,Semporna,BBB Fun Diver,OW,29,28,28.3541660308838,EN13319,4920,1020,1020,GF,40,85,6,1,1,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
10,Air,2024-09-29 12:40:12,2024-09-29 13:04:25,1458,19.3000011444092,9.27346897125244,Lacy,Semporna,BBB Fun Diver,OW,29,28,28.088436126709,EN13319,840,1020,1020,GF,40,85,17,1,2,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
11,Air,2024-09-29 14:24:08,2024-09-29 15:07:50,2627,19.5,9.32737827301025,Lacy,Semporna,BBB Fun Diver,OW,29,28,28.5893535614014,EN13319,4800,1023,1023,GF,40,85,24,1,2,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
12,Air,2024-09-30 10:10:09,2024-09-30 10:48:40,2316,22.8999996185303,14.1890840530396,Lacy,Semporna,BBB Fun Diver,AOW,31,28,28.3187770843506,EN13319,68520,1022,1022,GF,40,85,51,0,3,Perdix 2,AA6F51C3,152,Lithium,1.60000002384186,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
13,Air,2024-09-30 12:17:09,2024-09-30 12:47:33,1829,31.7000007629395,17.4568271636963,Lacy,Semporna,BBB Fun Diver,AOW,30,28,28.5409832000732,EN13319,5340,1025,1025,GF,40,85,54,2,5,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
14,Air,2024-09-30 14:21:52,2024-09-30 15:01:14,2367,20.3000011444092,16.3582324981689,Lacy,Semporna,BBB Fun Diver,AOW,29,28,28.1645565032959,EN13319,5700,1017,1017,GF,40,85,63,2,7,Perdix 2,AA6F51C3,152,Lithium,1.60000002384186,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
15,Air,2024-10-01 10:33:47,2024-10-01 11:05:18,1897,27.3000011444092,17.6941547393799,Lacy,Semporna,BBB Fun Diver,AOW,30,28,28.202127456665,EN13319,70320,1019,1019,GF,40,85,55,0,4,Perdix 2,AA6F51C3,152,Lithium,1.60000002384186,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
16,Air,2024-10-01 12:24:07,2024-10-01 12:54:53,1852,25.3999996185303,12.4684791564941,Lacy,Semporna,BBB Fun Diver,AOW,29,28,28.3532600402832,EN13319,4740,1025,1025,GF,40,85,54,2,4,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
17,Air,2024-10-01 14:04:45,2024-10-01 14:52:15,2855,14.9000005722046,9.05964374542236,Lacy,Semporna,BBB Fun Diver,AOW,30,29,29.021053314209,EN13319,4200,1017,1017,GF,40,85,32,3,3,Perdix 2,AA6F51C3,152,Lithium,1.60000002384186,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
18,Air,2024-10-02 10:40:31,2024-10-02 11:24:22,2636,18,11.4358530044556,Lacy,Semporna,BBB Fun Diver,,30,29,29.0377349853516,EN13319,71280,1025,1025,GF,40,85,35,0,2,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
19,Air,2024-10-02 13:00:26,2024-10-02 13:41:26,2465,25.1000003814697,16.2384624481201,Lacy,Semporna,BBB Fun Diver,,30,29,29.0121459960938,EN13319,5820,1025,1025,GF,40,85,62,1,5,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
20,Air,2024-10-02 15:19:56,2024-10-02 15:55:14,2123,27.8000011444092,17.5037689208984,Lacy,Semporna,BBB Fun Diver,,30,29,29.0849056243896,EN13319,5940,1016,1016,GF,40,85,56,2,7,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
21,Air,2024-10-03 10:39:51,2024-10-03 11:26:41,2815,29.5,12.4836874008179,Lacy,Semporna,BBB Fun Diver,,30,27,28.1950359344482,EN13319,67500,1028,1028,GF,40,85,54,0,2,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
22,Air,2024-10-03 12:44:42,2024-10-03 13:20:03,2126,28.6000003814697,10.9204063415527,Lacy,Semporna,BBB Fun Diver,,30,28,28.7295913696289,EN13319,4680,1029,1029,GF,40,85,29,1,3,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
23,Air,2024-10-03 14:20:27,2024-10-03 15:00:55,2433,29,15.3102884292603,Lacy,Semporna,BBB Fun Diver,,29,29,29,EN13319,3660,1029,1029,GF,40,85,55,2,5,Perdix 2,AA6F51C3,152,Lithium,1.5,1.5,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
24,Air,2024-10-04 09:55:14,2024-10-04 10:31:01,2152,25.6000003814697,11.287036895752,Lacy,Semporna,Sipadan,,29,26,27.7916660308838,EN13319,68100,1027,1027,GF,40,85,29,0,1,Perdix 2,AA6F51C3,152,Lithium,1.5,1.39999997615814,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
25,Air,2024-10-04 11:28:05,2024-10-04 12:14:24,2784,26.3999996185303,12.6541862487793,Lacy,Semporna,Sipadan,,29,28,28.1490917205811,EN13319,3480,1027,1027,GF,40,85,51,1,4,Perdix 2,AA6F51C3,152,Lithium,1.39999997615814,1.39999997615814,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
26,Air,2024-10-04 14:02:11,2024-10-04 14:42:28,2422,19.6000003814697,10.2119846343994,Lacy,Semporna,Sipadan,,31,28,28.5867767333984,EN13319,6480,1021,1021,GF,40,85,24,2,3,Perdix 2,AA6F51C3,152,Lithium,1.39999997615814,1.39999997615814,10000,sw-pnf,14,12,False,False,0,0,0,1,1,33792
27,Gauge,2025-11-22 15:53:40,2025-11-22 15:53:49,14,3.29999995231628,2.09999990463257,,Beijing,HiDive,AIDA2,29,29,29,Fresh,60480,1031,1031,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
28,Gauge,2025-11-22 16:25:24,2025-11-22 16:25:35,16,3.29999995231628,2.15000009536743,,Beijing,HiDive,AIDA2,30,29,29.5,Fresh,1920,1039,1039,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
29,Gauge,2025-11-23 10:25:38,2025-11-23 10:26:34,61,4.59999990463257,1.9666668176651,,Beijing,HiDive,AIDA2,29,29,29,Fresh,64740,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
30,Gauge,2025-11-23 10:37:38,2025-11-23 10:37:54,21,2.90000009536743,2.59999990463257,,Beijing,HiDive,AIDA2,29,29,29,Fresh,720,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
31,Gauge,2025-11-23 10:39:17,2025-11-23 10:39:26,14,2.90000009536743,2.60000014305115,,Beijing,HiDive,AIDA2,29,29,29,Fresh,120,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
32,Gauge,2025-11-23 10:55:32,2025-11-23 10:55:55,28,3.40000009536743,2.90000033378601,,Beijing,HiDive,AIDA2,30,30,30,Fresh,1020,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
33,Gauge,2025-11-23 10:57:30,2025-11-23 10:57:44,19,2.40000009536743,1.90000009536743,,Beijing,HiDive,AIDA2,30,30,30,Fresh,120,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
34,Gauge,2025-11-23 11:02:07,2025-11-23 11:02:09,7,2.29999995231628,1.60000002384186,,Beijing,HiDive,AIDA2,29,29,29,Fresh,300,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
35,Gauge,2025-11-23 11:04:27,2025-11-23 11:08:40,258,3.79999995231628,1.92000007629395,,Beijing,HiDive,AIDA2,29,29,29,Fresh,180,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
36,Gauge,2025-11-23 11:10:56,2025-11-23 11:11:01,10,2.20000004768372,1.65000009536743,,Beijing,HiDive,AIDA2,30,30,30,Fresh,180,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
37,Gauge,2025-11-23 11:18:10,2025-11-23 11:18:45,40,3.40000009536743,2.37999987602234,,Beijing,HiDive,AIDA2,30,30,30,Fresh,480,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
38,Gauge,2025-11-23 11:20:35,2025-11-23 11:21:23,53,3.10000014305115,2,,Beijing,HiDive,AIDA2,29,29,29,Fresh,120,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
39,Gauge,2025-11-23 11:22:59,2025-11-23 11:24:02,68,3.90000009536743,2,,Beijing,HiDive,AIDA2,29,29,29,Fresh,120,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
40,Gauge,2025-11-23 11:33:24,2025-11-23 11:34:48,89,3.90000009536743,2.66000008583069,,Beijing,HiDive,AIDA2,29,29,29,Fresh,600,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
41,Gauge,2025-11-23 11:37:28,2025-11-23 11:38:30,67,2.5,1.76666676998138,,Beijing,HiDive,AIDA2,29,29,29,Fresh,180,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.60000002384186,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
42,Gauge,2025-11-23 11:39:45,2025-11-23 11:39:59,19,3.60000014305115,2.30000019073486,,Beijing,HiDive,AIDA2,29,29,29,Fresh,120,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.60000002384186,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
43,Gauge,2025-11-23 12:09:00,2025-11-23 12:09:14,19,3,1.76666676998138,,Beijing,HiDive,AIDA2,30,30,30,Fresh,1800,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
44,Gauge,2025-11-23 12:11:02,2025-11-23 12:11:07,10,3.40000009536743,3.29999995231628,,Beijing,HiDive,AIDA2,29,29,29,Fresh,120,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
45,Gauge,2025-11-23 12:19:45,2025-11-23 12:21:00,81,4.40000009536743,3.09999990463257,,Beijing,HiDive,AIDA2,30,29,29.25,Fresh,540,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
46,Gauge,2025-11-23 12:27:35,2025-11-23 12:28:47,77,3,1.93999993801117,,Beijing,HiDive,AIDA2,30,29,29.6000003814697,Fresh,420,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
47,Gauge,2025-11-23 12:32:07,2025-11-23 12:32:21,19,2.29999995231628,1.89999997615814,,Beijing,HiDive,AIDA2,30,30,30,Fresh,240,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
48,Gauge,2025-11-23 12:34:09,2025-11-23 12:34:20,16,2.29999995231628,1.5,,Beijing,HiDive,AIDA2,30,30,30,Fresh,120,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
49,Gauge,2025-11-23 12:35:45,2025-11-23 12:36:12,32,2.10000014305115,2.03333353996277,,Beijing,HiDive,AIDA2,30,30,30,Fresh,120,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
50,Gauge,2025-11-23 12:39:04,2025-11-23 12:47:04,485,3.20000004768372,1.85555553436279,,Beijing,HiDive,AIDA2,30,30,30,Fresh,180,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
51,Gauge,2025-11-23 13:00:01,2025-11-23 13:02:37,161,4.5,2.78750038146973,,Beijing,HiDive,AIDA2,30,29,29.75,Fresh,780,1026,1026,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.60000002384186,1.60000002384186,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
52,Gauge,2025-11-23 14:45:51,2025-11-23 14:46:03,17,3.90000009536743,2.15000009536743,,Beijing,HiDive,AIDA2,29,29,29,Fresh,6240,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
53,Gauge,2025-11-23 14:51:17,2025-11-23 14:51:35,23,4.09999990463257,3.75,,Beijing,HiDive,AIDA2,30,30,30,Fresh,360,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
54,Gauge,2025-11-23 14:58:01,2025-11-23 14:59:21,85,2.60000014305115,2.55000019073486,,Beijing,HiDive,AIDA2,30,29,29.5,Fresh,420,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
55,Gauge,2025-11-23 15:01:48,2025-11-23 15:01:54,11,2.90000009536743,1.95000004768372,,Beijing,HiDive,AIDA2,29,29,29,Fresh,180,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
56,Gauge,2025-11-23 15:08:59,2025-11-23 15:09:28,34,7.5,4.02500009536743,,Beijing,HiDive,AIDA2,30,30,30,Fresh,480,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
57,Gauge,2025-11-23 15:11:01,2025-11-23 15:15:58,302,5.59999990463257,3.11428594589233,,Beijing,HiDive,AIDA2,29,29,29,Fresh,120,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
58,Gauge,2025-11-23 15:17:44,2025-11-23 15:18:18,39,6.80000019073486,4.59999990463257,,Beijing,HiDive,AIDA2,29,29,29,Fresh,120,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
59,Gauge,2025-11-23 15:20:20,2025-11-23 15:20:47,33,4.70000028610229,3.53333353996277,,Beijing,HiDive,AIDA2,30,30,30,Fresh,180,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
60,Gauge,2025-11-23 15:24:51,2025-11-23 15:27:38,172,4.70000028610229,2.78749990463257,,Beijing,HiDive,AIDA2,30,29,29.125,Fresh,300,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
61,Gauge,2025-11-23 15:29:56,2025-11-23 15:30:18,27,3.29999995231628,2.40000009536743,,Beijing,HiDive,AIDA2,30,30,30,Fresh,180,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
62,Gauge,2025-11-23 15:41:47,2025-11-23 15:41:55,14,4.20000028610229,4.20000028610229,,Beijing,HiDive,AIDA2,30,30,30,Fresh,720,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
63,Gauge,2025-11-23 15:44:46,2025-11-23 15:46:18,97,4.5,2.91428565979004,,Beijing,HiDive,AIDA2,30,30,30,Fresh,180,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
64,Gauge,2025-11-23 15:48:52,2025-11-23 15:49:17,30,4.40000009536743,2.96666646003723,,Beijing,HiDive,AIDA2,30,30,30,Fresh,180,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
65,Gauge,2025-11-23 15:51:08,2025-11-23 15:52:59,116,4.59999990463257,2.40000009536743,,Beijing,HiDive,AIDA2,30,30,30,Fresh,120,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
66,Gauge,2025-11-23 16:08:23,2025-11-23 16:12:30,252,4,2.57272720336914,,Beijing,HiDive,AIDA2,30,30,30,Fresh,960,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
67,Gauge,2025-11-23 16:14:13,2025-11-23 16:14:57,49,6.90000009536743,3.8800003528595,,Beijing,HiDive,AIDA2,30,30,30,Fresh,120,1023,1023,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
68,Gauge,2025-11-23 16:16:49,2025-11-23 16:17:00,16,3.29999995231628,3.20000004768372,,Beijing,HiDive,AIDA2,30,30,30,Fresh,120,1033,1033,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
69,Gauge,2025-11-23 16:18:44,2025-11-23 16:19:09,30,4.59999990463257,3.70000004768372,,Beijing,HiDive,AIDA2,30,30,30,Fresh,120,1033,1033,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
70,Gauge,2025-11-23 16:20:45,2025-11-23 16:21:05,25,5.20000028610229,2.73333334922791,,Beijing,HiDive,AIDA2,30,29,29.6666660308838,Fresh,120,1033,1033,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
71,Gauge,2025-11-23 16:22:41,2025-11-23 16:23:15,39,4.59999990463257,3.04999995231628,,Beijing,HiDive,AIDA2,30,30,30,Fresh,120,1035,1035,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
72,Gauge,2025-11-23 16:24:54,2025-11-23 16:25:27,38,5.40000009536743,3.62500023841858,,Beijing,HiDive,AIDA2,30,30,30,Fresh,120,1035,1035,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
73,Gauge,2025-11-23 16:39:08,2025-11-23 16:39:40,37,4.09999990463257,3.29999995231628,,Beijing,HiDive,AIDA2,30,29,29.5,Fresh,840,1035,1035,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
74,Gauge,2025-11-23 16:52:46,2025-11-23 16:53:27,46,6.30000019073486,3.90000033378601,,Beijing,HiDive,AIDA2,30,30,30,Fresh,840,1035,1035,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
75,Gauge,2025-11-27 16:05:56,2025-11-27 16:06:01,11,2.79999995231628,2.70000004768372,,Beijing,HiDive,AIDA2-RESIT,27,27,27,Fresh,342720,1028,1028,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
76,Gauge,2025-11-27 16:07:25,2025-11-27 16:07:32,12,2.79999995231628,1.95000004768372,,Beijing,HiDive,AIDA2-RESIT,28,28,28,Fresh,120,1028,1028,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
77,Gauge,2025-11-27 16:09:11,2025-11-27 16:09:22,16,4.80000019073486,2,,Beijing,HiDive,AIDA2-RESIT,29,29,29,Fresh,120,1028,1028,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
78,Gauge,2025-11-27 16:09:51,2025-11-27 16:10:03,18,3.70000004768372,2.45000004768372,,Beijing,HiDive,AIDA2-RESIT,29,29,29,Fresh,60,1028,1028,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
79,Gauge,2025-11-27 16:12:36,2025-11-27 16:13:13,43,8.30000019073486,5.125,,Beijing,HiDive,AIDA2-RESIT,29,29,29,Fresh,180,1028,1028,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
80,Gauge,2025-11-27 16:14:53,2025-11-27 16:15:12,24,3.79999995231628,2.80000019073486,,Beijing,HiDive,AIDA2-RESIT,29,29,29,Fresh,120,1028,1028,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
81,Gauge,2025-11-27 16:16:41,2025-11-27 16:17:07,31,4.59999990463257,2.70000004768372,,Beijing,HiDive,AIDA2-RESIT,29,29,29,Fresh,120,1028,1028,GF,30,70,0,0,0,Perdix 2,AA6F51C3,102,Lithium,1.5,1.5,10000,sw-pnf,17,12,False,False,0,0,0,1,1,33792
